Strategy,Total_Return,Annualized_Return,Annualized_Volatility,Sharpe_Ratio,Sortino_Ratio,Calmar_Ratio,Max_Drawdown,Win_Rate,Profit_Loss_Ratio,Num_Trades
简单方向预测策略,0.06334941326294818,0.039255343085346395,0.2113082351633265,0.043800200584670365,0.05791267692753193,0.1722531524973295,-0.22789332163865614,0.5024875621890548,1.0511562396165361,402
买入持有策略,0.3299687149518933,0.19572673081652026,0.21096277308462053,0.785573342601278,1.028139328583409,1.0314503405334645,-0.1897587534027966,0.49502487562189057,1.2442959682594983,402
概率阈值策略,-0.14008246330390284,-0.12134149073307554,0.20845641913262627,-0.726010220087238,-0.8403621031632491,-0.5420790979216671,-0.2238446219348785,0.5102040816326531,0.8640322331179088,294
